127.0.0.1 - - [19/May/2014:00:56:24 +0530] "GET /jenkins HTTP/1.1" 302 -
127.0.0.1 - - [19/May/2014:00:56:28 +0530] "GET /jenkins/static/ddcca3fd/scripts/yui/autocomplete/autocomplete-min.js HTTP/1.1" 200 7254
127.0.0.1 - - [19/May/2014:00:56:28 +0530] "GET /jenkins/static/ddcca3fd/scripts/yui/connection/connection-min.js HTTP/1.1" 200 4442
127.0.0.1 - - [19/May/2014:00:56:28 +0530] "GET /jenkins/static/ddcca3fd/scripts/yui/element/element-min.js HTTP/1.1" 200 2698
127.0.0.1 - - [19/May/2014:00:56:28 +0530] "GET /jenkins/static/ddcca3fd/scripts/yui/button/button-min.js HTTP/1.1" 200 7739
127.0.0.1 - - [19/May/2014:00:56:28 +0530] "GET /jenkins/static/ddcca3fd/scripts/yui/storage/storage-min.js HTTP/1.1" 200 4048
127.0.0.1 - - [19/May/2014:00:56:28 +0530] "GET /jenkins/static/ddcca3fd/scripts/hudson-behavior.js HTTP/1.1" 200 23101
127.0.0.1 - - [19/May/2014:00:56:28 +0530] "GET /jenkins/static/ddcca3fd/scripts/yui/assets/skins/sam/skin.css HTTP/1.1" 200 16551
127.0.0.1 - - [19/May/2014:00:56:28 +0530] "GET /jenkins/static/ddcca3fd/scripts/yui/container/assets/container.css HTTP/1.1" 200 2306
127.0.0.1 - - [19/May/2014:00:56:28 +0530] "GET /jenkins/static/ddcca3fd/scripts/yui/container/assets/skins/sam/container.css HTTP/1.1" 200 1277
127.0.0.1 - - [19/May/2014:00:56:28 +0530] "GET /jenkins/static/ddcca3fd/scripts/yui/menu/assets/skins/sam/menu.css HTTP/1.1" 200 1301
127.0.0.1 - - [19/May/2014:00:56:28 +0530] "GET /jenkins/static/ddcca3fd/scripts/yui/button/assets/skins/sam/button.css HTTP/1.1" 200 810
127.0.0.1 - - [19/May/2014:00:56:28 +0530] "GET /jenkins/static/ddcca3fd/scripts/sortable.js HTTP/1.1" 200 3925
127.0.0.1 - - [19/May/2014:00:56:28 +0530] "GET /jenkins/adjuncts/ddcca3fd/lib/layout/breadcrumbs.css HTTP/1.1" 503 1638
127.0.0.1 - - [19/May/2014:00:56:28 +0530] "GET /jenkins/adjuncts/ddcca3fd/lib/layout/breadcrumbs.js HTTP/1.1" 503 1638
127.0.0.1 - - [19/May/2014:00:56:28 +0530] "GET /jenkins/static/ddcca3fd/images/title.png HTTP/1.1" 200 3609
127.0.0.1 - - [19/May/2014:00:56:28 +0530] "GET /jenkins/static/ddcca3fd/images/16x16/help.png HTTP/1.1" 200 791
127.0.0.1 - - [19/May/2014:00:56:28 +0530] "GET /jenkins/static/ddcca3fd/favicon.ico HTTP/1.1" 200 17542
127.0.0.1 - - [19/May/2014:00:56:28 +0530] "GET /jenkins/adjuncts/ddcca3fd/org/kohsuke/stapler/bind.js HTTP/1.1" 503 1638
127.0.0.1 - - [19/May/2014:00:56:29 +0530] "GET /jenkins/static/ddcca3fd/images/topbar.png HTTP/1.1" 200 268
127.0.0.1 - - [19/May/2014:00:56:29 +0530] "GET /jenkins/static/ddcca3fd/images/16x16/search.png HTTP/1.1" 200 814
127.0.0.1 - - [19/May/2014:00:56:29 +0530] "GET /jenkins/adjuncts/ddcca3fd/lib/layout/breadcrumbs.css HTTP/1.1" 503 1638
127.0.0.1 - - [19/May/2014:00:56:29 +0530] "GET /jenkins/adjuncts/ddcca3fd/lib/layout/breadcrumbs.js HTTP/1.1" 503 1638
127.0.0.1 - - [19/May/2014:00:56:29 +0530] "GET /jenkins/static/ddcca3fd/images/jenkins.png HTTP/1.1" 200 25610
127.0.0.1 - - [19/May/2014:00:56:34 +0530] "GET /jenkins/ HTTP/1.1" 503 1638
127.0.0.1 - - [19/May/2014:00:56:39 +0530] "GET /jenkins/ HTTP/1.1" 503 1638
127.0.0.1 - - [19/May/2014:00:56:44 +0530] "GET /jenkins/ HTTP/1.1" 503 1638
127.0.0.1 - - [19/May/2014:00:56:49 +0530] "GET /jenkins/ HTTP/1.1" 503 1638
127.0.0.1 - - [19/May/2014:00:57:07 +0530] "GET /jenkins/ HTTP/1.1" 503 3174
127.0.0.1 - - [19/May/2014:00:57:13 +0530] "GET /jenkins/ HTTP/1.1" 200 3318
127.0.0.1 - - [19/May/2014:00:57:13 +0530] "GET /jenkins/ HTTP/1.1" 200 3202
127.0.0.1 - - [19/May/2014:00:57:14 +0530] "GET /jenkins/adjuncts/ddcca3fd/org/kohsuke/stapler/bind.js HTTP/1.1" 200 936
127.0.0.1 - - [19/May/2014:00:57:14 +0530] "GET /jenkins/static/ddcca3fd/scripts/yui/cookie/cookie-min.js HTTP/1.1" 200 1430
127.0.0.1 - - [19/May/2014:00:57:14 +0530] "GET /jenkins/adjuncts/ddcca3fd/lib/layout/breadcrumbs.css HTTP/1.1" 200 651
127.0.0.1 - - [19/May/2014:00:57:14 +0530] "GET /jenkins/static/ddcca3fd/images/24x24/new-package.png HTTP/1.1" 200 967
127.0.0.1 - - [19/May/2014:00:57:14 +0530] "GET /jenkins/adjuncts/ddcca3fd/lib/layout/breadcrumbs.js HTTP/1.1" 200 2782
127.0.0.1 - - [19/May/2014:00:57:14 +0530] "GET /jenkins/static/ddcca3fd/images/24x24/user.png HTTP/1.1" 200 1248
127.0.0.1 - - [19/May/2014:00:57:14 +0530] "GET /jenkins/static/ddcca3fd/images/24x24/notepad.png HTTP/1.1" 200 1021
127.0.0.1 - - [19/May/2014:00:57:14 +0530] "GET /jenkins/static/ddcca3fd/images/24x24/setting.png HTTP/1.1" 200 1213
127.0.0.1 - - [19/May/2014:00:57:14 +0530] "GET /jenkins/static/ddcca3fd/images/16x16/collapse.png HTTP/1.1" 200 289
127.0.0.1 - - [19/May/2014:00:57:14 +0530] "GET /jenkins/static/ddcca3fd/images/16x16/notepad.png HTTP/1.1" 200 406
127.0.0.1 - - [19/May/2014:00:57:14 +0530] "GET /jenkins/static/ddcca3fd/plugin/credentials/images/48x48/credentials.png HTTP/1.1" 200 4008
127.0.0.1 - - [19/May/2014:00:57:14 +0530] "GET /jenkins/static/ddcca3fd/plugin/translation/flags.png HTTP/1.1" 200 543
127.0.0.1 - - [19/May/2014:00:57:15 +0530] "GET /jenkins/adjuncts/ddcca3fd/lib/layout/menu_down_arrow.png HTTP/1.1" 200 2841
127.0.0.1 - - [19/May/2014:00:57:15 +0530] "GET /jenkins/adjuncts/ddcca3fd/lib/layout/menu_right_arrow2.png HTTP/1.1" 200 2813
127.0.0.1 - - [19/May/2014:00:58:15 +0530] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 232
127.0.0.1 - - [19/May/2014:00:58:15 +0530] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 355
127.0.0.1 - - [19/May/2014:00:59:00 +0530] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 232
127.0.0.1 - - [19/May/2014:00:59:00 +0530] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 355
127.0.0.1 - - [19/May/2014:00:59:15 +0530] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 232
127.0.0.1 - - [19/May/2014:00:59:15 +0530] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 355
127.0.0.1 - - [19/May/2014:00:59:16 +0530] "GET /jenkins/manage HTTP/1.1" 200 5184
127.0.0.1 - - [19/May/2014:00:59:16 +0530] "GET /jenkins/static/ddcca3fd/images/48x48/setting.png HTTP/1.1" 200 3368
127.0.0.1 - - [19/May/2014:00:59:16 +0530] "GET /jenkins/static/ddcca3fd/images/48x48/secure.png HTTP/1.1" 200 1949
127.0.0.1 - - [19/May/2014:00:59:16 +0530] "GET /jenkins/static/ddcca3fd/images/48x48/refresh.png HTTP/1.1" 200 3473
127.0.0.1 - - [19/May/2014:00:59:16 +0530] "GET /jenkins/static/ddcca3fd/images/48x48/plugin.png HTTP/1.1" 200 1859
127.0.0.1 - - [19/May/2014:00:59:16 +0530] "GET /jenkins/static/ddcca3fd/images/48x48/terminal.png HTTP/1.1" 200 2514
127.0.0.1 - - [19/May/2014:00:59:16 +0530] "GET /jenkins/static/ddcca3fd/images/48x48/notepad.png HTTP/1.1" 200 2291
127.0.0.1 - - [19/May/2014:00:59:16 +0530] "GET /jenkins/static/ddcca3fd/images/48x48/computer.png HTTP/1.1" 200 3033
127.0.0.1 - - [19/May/2014:00:59:16 +0530] "GET /jenkins/static/ddcca3fd/images/48x48/network.png HTTP/1.1" 200 3272
127.0.0.1 - - [19/May/2014:00:59:16 +0530] "GET /jenkins/static/ddcca3fd/images/48x48/clipboard.png HTTP/1.1" 200 1537
127.0.0.1 - - [19/May/2014:00:59:16 +0530] "GET /jenkins/static/ddcca3fd/images/48x48/monitor.png HTTP/1.1" 200 3395
127.0.0.1 - - [19/May/2014:00:59:16 +0530] "GET /jenkins/static/ddcca3fd/images/48x48/help.png HTTP/1.1" 200 3351
127.0.0.1 - - [19/May/2014:00:59:16 +0530] "GET /jenkins/static/ddcca3fd/images/48x48/document.png HTTP/1.1" 200 745
127.0.0.1 - - [19/May/2014:00:59:16 +0530] "GET /jenkins/static/ddcca3fd/images/48x48/system-log-out.png HTTP/1.1" 200 1854
127.0.0.1 - - [19/May/2014:00:59:17 +0530] "POST /jenkins/administrativeMonitor/hudson.diagnosis.ReverseProxySetupMonitor/test HTTP/1.1" 302 -
127.0.0.1 - - [19/May/2014:00:59:17 +0530] "GET /jenkins/administrativeMonitor/hudson.diagnosis.ReverseProxySetupMonitor/testForReverseProxySetup/a%2Fb/ HTTP/1.1" 400 -
127.0.0.1 - - [19/May/2014:00:59:17 +0530] "GET /jenkins/static/ddcca3fd/images/16x16/warning.png HTTP/1.1" 200 503
127.0.0.1 - - [19/May/2014:00:59:17 +0530] "GET /jenkins/checkURIEncoding?value=%E5%9F%B7%E4%BA%8B HTTP/1.1" 200 415
127.0.0.1 - - [19/May/2014:00:59:17 +0530] "GET /jenkins/static/ddcca3fd/scripts/yui/assets/skins/sam/sprite.png HTTP/1.1" 200 3745
127.0.0.1 - - [19/May/2014:00:59:17 +0530] "GET /jenkins/static/ddcca3fd/images/none.gif HTTP/1.1" 200 115
127.0.0.1 - - [19/May/2014:00:59:19 +0530] "POST /jenkins/descriptor/hudson.model.DownloadService/byId/hudson.tasks.Maven.MavenInstaller/postBack HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2014:00:59:22 +0530] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 355
127.0.0.1 - - [19/May/2014:00:59:22 +0530] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 232
127.0.0.1 - - [19/May/2014:00:59:25 +0530] "GET /jenkins/configure HTTP/1.1" 200 10707
127.0.0.1 - - [19/May/2014:00:59:25 +0530] "GET /jenkins/adjuncts/ddcca3fd/lib/form/breadcrumb-config-outline/init.css HTTP/1.1" 200 153
127.0.0.1 - - [19/May/2014:00:59:25 +0530] "GET /jenkins/adjuncts/ddcca3fd/lib/form/breadcrumb-config-outline/init.js HTTP/1.1" 200 397
127.0.0.1 - - [19/May/2014:00:59:25 +0530] "GET /jenkins/adjuncts/ddcca3fd/lib/form/advanced/advanced.js HTTP/1.1" 200 527
127.0.0.1 - - [19/May/2014:00:59:25 +0530] "GET /jenkins/static/ddcca3fd/images/16x16/document_edit.png HTTP/1.1" 200 405
127.0.0.1 - - [19/May/2014:00:59:25 +0530] "GET /jenkins/adjuncts/ddcca3fd/lib/form/textarea/textarea.js HTTP/1.1" 200 949
127.0.0.1 - - [19/May/2014:00:59:25 +0530] "GET /jenkins/adjuncts/ddcca3fd/lib/form/section_.css HTTP/1.1" 200 114
127.0.0.1 - - [19/May/2014:00:59:25 +0530] "GET /jenkins/adjuncts/ddcca3fd/lib/form/section_.js HTTP/1.1" 200 712
127.0.0.1 - - [19/May/2014:00:59:25 +0530] "GET /jenkins/adjuncts/ddcca3fd/lib/form/radioBlock/radioBlock.js HTTP/1.1" 200 947
127.0.0.1 - - [19/May/2014:00:59:25 +0530] "GET /jenkins/adjuncts/ddcca3fd/lib/form/dragdrop/dragdrop.js HTTP/1.1" 200 1243
127.0.0.1 - - [19/May/2014:00:59:25 +0530] "GET /jenkins/adjuncts/ddcca3fd/lib/form/repeatable/repeatable.js HTTP/1.1" 200 1815
127.0.0.1 - - [19/May/2014:00:59:25 +0530] "GET /jenkins/adjuncts/ddcca3fd/lib/form/hetero-list/hetero-list.js HTTP/1.1" 200 2016
127.0.0.1 - - [19/May/2014:00:59:25 +0530] "GET /jenkins/static/ddcca3fd/images/spinner.gif HTTP/1.1" 200 1659
127.0.0.1 - - [19/May/2014:00:59:25 +0530] "GET /jenkins/adjuncts/ddcca3fd/lib/form/apply/apply.js HTTP/1.1" 200 1245
127.0.0.1 - - [19/May/2014:00:59:25 +0530] "GET /jenkins/adjuncts/ddcca3fd/lib/form/confirm.js HTTP/1.1" 200 841
127.0.0.1 - - [19/May/2014:00:59:27 +0530] "GET /jenkins/static/ddcca3fd/images/textarea-handle.gif HTTP/1.1" 200 52
127.0.0.1 - - [19/May/2014:00:59:27 +0530] "GET /jenkins/static/ddcca3fd/images/bottom-sticker-top-edge.png HTTP/1.1" 200 351
127.0.0.1 - - [19/May/2014:00:59:27 +0530] "GET /jenkins/descriptorByName/jenkins.model.Jenkins/checkRawBuildsDir?value=%24%7BITEM_ROOTDIR%7D%2Fbuilds HTTP/1.1" 200 6
127.0.0.1 - - [19/May/2014:00:59:27 +0530] "GET /jenkins/descriptorByName/jenkins.model.ProjectNamingStrategy$PatternProjectNamingStrategy/checkNamePattern?value=.* HTTP/1.1" 200 6
127.0.0.1 - - [19/May/2014:00:59:28 +0530] "GET /jenkins/descriptorByName/jenkins.model.JenkinsLocationConfiguration/checkUrl?value=http%3A%2F%2Flocalhost%3A8080%2Fjenkins%2F HTTP/1.1" 200 145
127.0.0.1 - - [19/May/2014:00:59:28 +0530] "GET /jenkins/descriptorByName/jenkins.model.JenkinsLocationConfiguration/checkAdminAddress?value=address%20not%20configured%20yet%20%3Cnobody%40nowhere%3E HTTP/1.1" 200 6
127.0.0.1 - - [19/May/2014:00:59:28 +0530] "GET /jenkins/builder/Shell/check?value= HTTP/1.1" 200 6
127.0.0.1 - - [19/May/2014:00:59:28 +0530] "GET /jenkins/descriptorByName/hudson.tasks.Mailer/checkSmtpServer?value= HTTP/1.1" 200 6
127.0.0.1 - - [19/May/2014:00:59:28 +0530] "GET /jenkins/descriptorByName/hudson.tasks.Mailer/checkDefaultSuffix?value= HTTP/1.1" 200 6
127.0.0.1 - - [19/May/2014:00:59:31 +0530] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 232
127.0.0.1 - - [19/May/2014:00:59:31 +0530] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 355
127.0.0.1 - - [19/May/2014:00:59:36 +0530] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 232
127.0.0.1 - - [19/May/2014:00:59:36 +0530] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 355
127.0.0.1 - - [19/May/2014:00:59:46 +0530] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 232
127.0.0.1 - - [19/May/2014:00:59:46 +0530] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 355
127.0.0.1 - - [19/May/2014:00:59:51 +0530] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 232
127.0.0.1 - - [19/May/2014:00:59:51 +0530] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 355
127.0.0.1 - - [19/May/2014:00:59:56 +0530] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 232
127.0.0.1 - - [19/May/2014:00:59:56 +0530] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 355
127.0.0.1 - - [19/May/2014:01:00:01 +0530] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 232
127.0.0.1 - - [19/May/2014:01:00:01 +0530] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 355
127.0.0.1 - - [19/May/2014:01:00:06 +0530] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 232
127.0.0.1 - - [19/May/2014:01:00:06 +0530] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 355
127.0.0.1 - - [19/May/2014:01:00:09 +0530] "GET /jenkins/static/ddcca3fd/scripts/yui/button/assets/skins/sam/menu-button-arrow.png HTTP/1.1" 200 173
127.0.0.1 - - [19/May/2014:01:00:09 +0530] "GET /jenkins/descriptorByName/hudson.model.JDK/checkName?value= HTTP/1.1" 200 101
127.0.0.1 - - [19/May/2014:01:00:09 +0530] "GET /jenkins/static/ddcca3fd/images/grip.png HTTP/1.1" 200 94
127.0.0.1 - - [19/May/2014:01:00:09 +0530] "GET /jenkins/static/ddcca3fd/images/16x16/error.png HTTP/1.1" 200 578
127.0.0.1 - - [19/May/2014:01:00:09 +0530] "GET /jenkins/descriptorByName/hudson.model.JDK/checkHome?value= HTTP/1.1" 200 6
127.0.0.1 - - [19/May/2014:01:00:09 +0530] "GET /jenkins/descriptorByName/hudson.tools.JDKInstaller/checkId?value= HTTP/1.1" 200 106
127.0.0.1 - - [19/May/2014:01:00:09 +0530] "GET /jenkins/descriptorByName/hudson.tools.JDKInstaller/checkAcceptLicense?value=false HTTP/1.1" 200 264
127.0.0.1 - - [19/May/2014:01:00:11 +0530] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 232
127.0.0.1 - - [19/May/2014:01:00:11 +0530] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 355
127.0.0.1 - - [19/May/2014:01:00:13 +0530] "GET /jenkins/descriptorByName/hudson.model.JDK/checkName?value= HTTP/1.1" 200 101
127.0.0.1 - - [19/May/2014:01:00:16 +0530] "GET /jenkins/descriptorByName/hudson.model.JDK/checkName?value= HTTP/1.1" 200 101
127.0.0.1 - - [19/May/2014:01:00:31 +0530] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 232
127.0.0.1 - - [19/May/2014:01:00:31 +0530] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 355
127.0.0.1 - - [19/May/2014:01:00:36 +0530] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 355
127.0.0.1 - - [19/May/2014:01:00:36 +0530] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 232
127.0.0.1 - - [19/May/2014:01:00:41 +0530] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 355
127.0.0.1 - - [19/May/2014:01:00:41 +0530] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 232
127.0.0.1 - - [19/May/2014:01:00:46 +0530] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 232
127.0.0.1 - - [19/May/2014:01:00:46 +0530] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 355
127.0.0.1 - - [19/May/2014:01:00:47 +0530] "GET /jenkins/descriptorByName/hudson.model.JDK/checkName?value=ApnaAspatalJDK HTTP/1.1" 200 6
127.0.0.1 - - [19/May/2014:01:00:47 +0530] "GET /jenkins/descriptorByName/hudson.model.JDK/checkName?value=ApnaAspatalJDK HTTP/1.1" 200 6
127.0.0.1 - - [19/May/2014:01:00:51 +0530] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 232
127.0.0.1 - - [19/May/2014:01:00:51 +0530] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 355
127.0.0.1 - - [19/May/2014:01:00:56 +0530] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 232
127.0.0.1 - - [19/May/2014:01:00:56 +0530] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 355
127.0.0.1 - - [19/May/2014:01:00:57 +0530] "GET /jenkins/descriptorByName/hudson.tools.JDKInstaller/checkId?value= HTTP/1.1" 200 106
127.0.0.1 - - [19/May/2014:01:00:59 +0530] "GET /jenkins/descriptorByName/hudson.tools.JDKInstaller/checkId?value= HTTP/1.1" 200 106
127.0.0.1 - - [19/May/2014:01:01:06 +0530] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 232
127.0.0.1 - - [19/May/2014:01:01:06 +0530] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 355
127.0.0.1 - - [19/May/2014:01:01:11 +0530] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 232
127.0.0.1 - - [19/May/2014:01:01:11 +0530] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 355
127.0.0.1 - - [19/May/2014:01:01:16 +0530] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 232
127.0.0.1 - - [19/May/2014:01:01:16 +0530] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 355
127.0.0.1 - - [19/May/2014:01:01:21 +0530] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 232
127.0.0.1 - - [19/May/2014:01:01:21 +0530] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 355
127.0.0.1 - - [19/May/2014:01:01:26 +0530] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 232
127.0.0.1 - - [19/May/2014:01:01:26 +0530] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 355
127.0.0.1 - - [19/May/2014:01:01:31 +0530] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 232
127.0.0.1 - - [19/May/2014:01:01:31 +0530] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 355
127.0.0.1 - - [19/May/2014:01:01:36 +0530] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 232
127.0.0.1 - - [19/May/2014:01:01:36 +0530] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 355
127.0.0.1 - - [19/May/2014:01:01:41 +0530] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 232
127.0.0.1 - - [19/May/2014:01:01:41 +0530] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 355
127.0.0.1 - - [19/May/2014:01:01:46 +0530] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 232
127.0.0.1 - - [19/May/2014:01:01:46 +0530] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 355
127.0.0.1 - - [19/May/2014:01:01:51 +0530] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 232
127.0.0.1 - - [19/May/2014:01:01:51 +0530] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 355
127.0.0.1 - - [19/May/2014:01:01:56 +0530] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 232
127.0.0.1 - - [19/May/2014:01:01:56 +0530] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 355
127.0.0.1 - - [19/May/2014:01:02:01 +0530] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 232
127.0.0.1 - - [19/May/2014:01:02:01 +0530] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 355
127.0.0.1 - - [19/May/2014:01:02:06 +0530] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 232
127.0.0.1 - - [19/May/2014:01:02:06 +0530] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 355
127.0.0.1 - - [19/May/2014:01:02:11 +0530] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 232
127.0.0.1 - - [19/May/2014:01:02:11 +0530] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 355
127.0.0.1 - - [19/May/2014:01:02:16 +0530] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 232
127.0.0.1 - - [19/May/2014:01:02:16 +0530] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 355
127.0.0.1 - - [19/May/2014:01:02:21 +0530] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 232
127.0.0.1 - - [19/May/2014:01:02:21 +0530] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 355
127.0.0.1 - - [19/May/2014:01:02:26 +0530] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 232
127.0.0.1 - - [19/May/2014:01:02:26 +0530] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 355
127.0.0.1 - - [19/May/2014:01:02:31 +0530] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 232
127.0.0.1 - - [19/May/2014:01:02:31 +0530] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 355
127.0.0.1 - - [19/May/2014:01:02:36 +0530] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 232
127.0.0.1 - - [19/May/2014:01:02:36 +0530] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 355
127.0.0.1 - - [19/May/2014:01:02:41 +0530] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 232
127.0.0.1 - - [19/May/2014:01:02:41 +0530] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 355
127.0.0.1 - - [19/May/2014:01:02:46 +0530] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 232
127.0.0.1 - - [19/May/2014:01:02:46 +0530] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 355
127.0.0.1 - - [19/May/2014:01:02:51 +0530] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 232
127.0.0.1 - - [19/May/2014:01:02:51 +0530] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 355
127.0.0.1 - - [19/May/2014:01:02:56 +0530] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 232
127.0.0.1 - - [19/May/2014:01:02:56 +0530] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 355
127.0.0.1 - - [19/May/2014:01:03:01 +0530] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 232
127.0.0.1 - - [19/May/2014:01:03:02 +0530] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 355
